"Wine_name","Wine_url","Wine_points","Wine_points_url","Wine_price","Wine_price_url","Wine_review","Wine_review_url"
"Joh. Jos. Prüm 2014 Graacher Himmelreich Spätlese Riesling (Mosel)","http://www.winemag.com/buying-guide/joh-jos-prum-2014-graacher-himmelreich-spatlese-riesling-mosel","93","http://www.winemag.com/buying-guide/joh-jos-prum-2014-graacher-himmelreich-spatlese-riesling-mosel","$42","http://www.winemag.com/buying-guide/joh-jos-prum-2014-graacher-himmelreich-spatlese-riesling-mosel","Savory whiffs of earth and pollen belie the bounty of luscious tangerine ...","http://www.winemag.com/buying-guide/joh-jos-prum-2014-graacher-himmelreich-spatlese-riesling-mosel"
"Prinz Salm 2014 Wallhäuser Felseneck GG Erste Lage Trocken Riesling (Nahe)","http://www.winemag.com/buying-guide/prinz-salm-2014-wallhauser-felseneck-gg-erste-lage-trocken-riesling-nahe","93","http://www.winemag.com/buying-guide/prinz-salm-2014-wallhauser-felseneck-gg-erste-lage-trocken-riesling-nahe","$70","http://www.winemag.com/buying-guide/prinz-salm-2014-wallhauser-felseneck-gg-erste-lage-trocken-riesling-nahe","Lusciously ripe yet pristine white grapefruits, tangerines and lemons abound from nose ...","http://www.winemag.com/buying-guide/prinz-salm-2014-wallhauser-felseneck-gg-erste-lage-trocken-riesling-nahe"
"Dr. Loosen 2014 Ürziger Würzgarten Auslese Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-loosen-2014-urziger-wurzgarten-auslese-riesling-mosel","93","http://www.winemag.com/buying-guide/dr-loosen-2014-urziger-wurzgarten-auslese-riesling-mosel","$64","http://www.winemag.com/buying-guide/dr-loosen-2014-urziger-wurzgarten-auslese-riesling-mosel","Dusty floral perfume juxtaposes struck flint and slate on the nose of ...","http://www.winemag.com/buying-guide/dr-loosen-2014-urziger-wurzgarten-auslese-riesling-mosel"
"Johannishof 2015 Rüdesheimer Berg Rottland Spätlese Riesling (Rheingau)","http://www.winemag.com/buying-guide/johannishof-2015-rudesheimer-berg-rottland-spatlese-riesling-rheingau","93","http://www.winemag.com/buying-guide/johannishof-2015-rudesheimer-berg-rottland-spatlese-riesling-rheingau","$40","http://www.winemag.com/buying-guide/johannishof-2015-rudesheimer-berg-rottland-spatlese-riesling-rheingau","Initially subdued aromas of bramble, lime and herb are contrasted by loads ...","http://www.winemag.com/buying-guide/johannishof-2015-rudesheimer-berg-rottland-spatlese-riesling-rheingau"
"Reichsgraf von Kesselstatt 2015 Scharzhofberger Spätlese Grosse Lage Riesling (Mosel)","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-scharzhofberger-spatlese-grosse-lage-riesling-mosel","93","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-scharzhofberger-spatlese-grosse-lage-riesling-mosel","$34","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-scharzhofberger-spatlese-grosse-lage-riesling-mosel","Savory whiffs of lemongrass and tilled earth turn surprisingly floral and fruity ...","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-scharzhofberger-spatlese-grosse-lage-riesling-mosel"
"Dr. H. Thanisch (Erben Müller-Burggraef) 2015 Berncasteler Doctor Spätlese Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-berncasteler-doctor-spatlese-riesling-mosel","93","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-berncasteler-doctor-spatlese-riesling-mosel","$55","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-berncasteler-doctor-spatlese-riesling-mosel","Apple blossoms, fresh apricots and peaches abound from nose to finish on ...","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-berncasteler-doctor-spatlese-riesling-mosel"
"Dr. Loosen 2014 Erdener Prälat GG Alte Reben Grosse Lage Dry Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-loosen-2014-erdener-pralat-gg-alte-reben-grosse-lage-dry-riesling-mosel","93","http://www.winemag.com/buying-guide/dr-loosen-2014-erdener-pralat-gg-alte-reben-grosse-lage-dry-riesling-mosel","$96","http://www.winemag.com/buying-guide/dr-loosen-2014-erdener-pralat-gg-alte-reben-grosse-lage-dry-riesling-mosel","A glaze of honeycomb lends a waxy sheen to crisp tangerine, pineapple ...","http://www.winemag.com/buying-guide/dr-loosen-2014-erdener-pralat-gg-alte-reben-grosse-lage-dry-riesling-mosel"
"Reichsgraf von Kesselstatt 2015 Graach Josephshöfer Monopol Spätlese Grosse Lage Riesling (Mosel)","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-graach-josephshofer-monopol-spatlese-grosse-lage-riesling-mosel","93","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-graach-josephshofer-monopol-spatlese-grosse-lage-riesling-mosel","$34","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-graach-josephshofer-monopol-spatlese-grosse-lage-riesling-mosel","Hits of salt and crushed earth mingle amidst sweet tangerine and apricot ...","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-graach-josephshofer-monopol-spatlese-grosse-lage-riesling-mosel"
"Dr. Loosen 2012 Wehlener Sonnenuhr GG Réserve Alte Reben Erste Lage Dry Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-loosen-2012-wehlener-sonnenuhr-gg-reserve-alte-reben-erste-lage-dry-riesling-mosel","93","http://www.winemag.com/buying-guide/dr-loosen-2012-wehlener-sonnenuhr-gg-reserve-alte-reben-erste-lage-dry-riesling-mosel","$92","http://www.winemag.com/buying-guide/dr-loosen-2012-wehlener-sonnenuhr-gg-reserve-alte-reben-erste-lage-dry-riesling-mosel","Hazy layers of smoke and struck flint permeate amidst pristine gooseberry and ...","http://www.winemag.com/buying-guide/dr-loosen-2012-wehlener-sonnenuhr-gg-reserve-alte-reben-erste-lage-dry-riesling-mosel"
"Schloss Saarstein 2015 Serrig Schloss Saarsteiner Spätlese Grosse Lage Riesling (Mosel)","http://www.winemag.com/buying-guide/schloss-saarstein-2015-serrig-schloss-saarsteiner-spatlese-grosse-lage-riesling-mosel","93","http://www.winemag.com/buying-guide/schloss-saarstein-2015-serrig-schloss-saarsteiner-spatlese-grosse-lage-riesling-mosel","$42","http://www.winemag.com/buying-guide/schloss-saarstein-2015-serrig-schloss-saarsteiner-spatlese-grosse-lage-riesling-mosel","Spine tingling lime and tangerine notes go head to head with sweeter ...","http://www.winemag.com/buying-guide/schloss-saarstein-2015-serrig-schloss-saarsteiner-spatlese-grosse-lage-riesling-mosel"
"Joh. Jos. Prüm 2014 Wehlener Sonnenuhr Auslese Riesling (Mosel)","http://www.winemag.com/buying-guide/joh-jos-prum-2014-wehlener-sonnenuhr-auslese-riesling-mosel","93","http://www.winemag.com/buying-guide/joh-jos-prum-2014-wehlener-sonnenuhr-auslese-riesling-mosel","$58","http://www.winemag.com/buying-guide/joh-jos-prum-2014-wehlener-sonnenuhr-auslese-riesling-mosel","Struck flint and smoke notes permeate this lithe yet deeply complex auslese. ...","http://www.winemag.com/buying-guide/joh-jos-prum-2014-wehlener-sonnenuhr-auslese-riesling-mosel"
"Dr. Heidemanns-Bergweiler 2015 Bernkasteler Badstube Auslese Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-heidemanns-bergweiler-2015-bernkasteler-badstube-auslese-riesling-mosel","92","http://www.winemag.com/buying-guide/dr-heidemanns-bergweiler-2015-bernkasteler-badstube-auslese-riesling-mosel","$33","http://www.winemag.com/buying-guide/dr-heidemanns-bergweiler-2015-bernkasteler-badstube-auslese-riesling-mosel","Dusty minerals, pollen and spice notes lend complexity to this honey-toned auslese. ...","http://www.winemag.com/buying-guide/dr-heidemanns-bergweiler-2015-bernkasteler-badstube-auslese-riesling-mosel"
"Joh. Jos. Prüm 2014 Graacher Himmelreich Auslese Riesling (Mosel)","http://www.winemag.com/buying-guide/joh-jos-prum-2014-graacher-himmelreich-auslese-riesling-mosel","92","http://www.winemag.com/buying-guide/joh-jos-prum-2014-graacher-himmelreich-auslese-riesling-mosel","$52","http://www.winemag.com/buying-guide/joh-jos-prum-2014-graacher-himmelreich-auslese-riesling-mosel","Sweet-tart tangerine and quince are shaded in deep folds of smoke, crushed ...","http://www.winemag.com/buying-guide/joh-jos-prum-2014-graacher-himmelreich-auslese-riesling-mosel"
"Johannishof 2015 Johannisberg Hölle GG Riesling (Rheingau)","http://www.winemag.com/buying-guide/johannishof-2015-johannisberg-holle-gg-riesling-rheingau","92","http://www.winemag.com/buying-guide/johannishof-2015-johannisberg-holle-gg-riesling-rheingau","$34","http://www.winemag.com/buying-guide/johannishof-2015-johannisberg-holle-gg-riesling-rheingau","Fresh apricot, melon and grapefruit abound from nose to finish in this ...","http://www.winemag.com/buying-guide/johannishof-2015-johannisberg-holle-gg-riesling-rheingau"
"Franz Keller 2014 Schwarzer Adler Pinot Noir (Baden)","http://www.winemag.com/buying-guide/franz-keller-2014-schwarzer-adler-pinot-noir-baden","92","http://www.winemag.com/buying-guide/franz-keller-2014-schwarzer-adler-pinot-noir-baden","$25","http://www.winemag.com/buying-guide/franz-keller-2014-schwarzer-adler-pinot-noir-baden","Whispers of fresh green herbs and lavender lend elegance and refreshment to ...","http://www.winemag.com/buying-guide/franz-keller-2014-schwarzer-adler-pinot-noir-baden"
"Schloss Vollrads 2015 Spätlese Riesling (Rheingau)","http://www.winemag.com/buying-guide/schloss-vollrads-2015-spatlese-riesling-rheingau","92","http://www.winemag.com/buying-guide/schloss-vollrads-2015-spatlese-riesling-rheingau","$31","http://www.winemag.com/buying-guide/schloss-vollrads-2015-spatlese-riesling-rheingau","Electric lemon-lime acidity reverberates throughout this light-bodied Riesling. The palate is fruity, ...","http://www.winemag.com/buying-guide/schloss-vollrads-2015-spatlese-riesling-rheingau"
"Prinz Salm 2014 Wallhäuser Johannisberg GG Erste Lage Trocken Riesling (Nahe)","http://www.winemag.com/buying-guide/prinz-salm-2014-wallhauser-johannisberg-gg-erste-lage-trocken-riesling-nahe","92","http://www.winemag.com/buying-guide/prinz-salm-2014-wallhauser-johannisberg-gg-erste-lage-trocken-riesling-nahe","$70","http://www.winemag.com/buying-guide/prinz-salm-2014-wallhauser-johannisberg-gg-erste-lage-trocken-riesling-nahe","A crush of wet slate persists throughout this lean, lime-scented dry Riesling. ...","http://www.winemag.com/buying-guide/prinz-salm-2014-wallhauser-johannisberg-gg-erste-lage-trocken-riesling-nahe"
"Dr. H. Thanisch (Erben Müller-Burggraef) 2015 Berncasteler Graben Spätlese Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-berncasteler-graben-spatlese-riesling-mosel","92","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-berncasteler-graben-spatlese-riesling-mosel","$28","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-berncasteler-graben-spatlese-riesling-mosel","Fresh lemon and lime on the nose amass luscious tones of peach ...","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-berncasteler-graben-spatlese-riesling-mosel"
"Dr. Loosen 2012 Ürziger Würzgarten GG Réserve Alte Reben Erste Lage Dry Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-loosen-2012-urziger-wurzgarten-gg-reserve-alte-reben-erste-lage-dry-riesling-mosel","92","http://www.winemag.com/buying-guide/dr-loosen-2012-urziger-wurzgarten-gg-reserve-alte-reben-erste-lage-dry-riesling-mosel","$92","http://www.winemag.com/buying-guide/dr-loosen-2012-urziger-wurzgarten-gg-reserve-alte-reben-erste-lage-dry-riesling-mosel","Layers of exotic spice and crushed earth permeate through this dry Riesling ...","http://www.winemag.com/buying-guide/dr-loosen-2012-urziger-wurzgarten-gg-reserve-alte-reben-erste-lage-dry-riesling-mosel"
"Dr. Loosen 2014 Wehlener Sonnenuhr GG Alte Reben Grosse Lage Dry Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-loosen-2014-wehlener-sonnenuhr-gg-alte-reben-grosse-lage-dry-riesling-mosel","92","http://www.winemag.com/buying-guide/dr-loosen-2014-wehlener-sonnenuhr-gg-alte-reben-grosse-lage-dry-riesling-mosel","$54","http://www.winemag.com/buying-guide/dr-loosen-2014-wehlener-sonnenuhr-gg-alte-reben-grosse-lage-dry-riesling-mosel","Zesty lime and green melon notes resonate throughout this ethereally light but ...","http://www.winemag.com/buying-guide/dr-loosen-2014-wehlener-sonnenuhr-gg-alte-reben-grosse-lage-dry-riesling-mosel"
"Johannishof 2015 Rüdesheimer Ramstein Erste Lage Trocken Riesling (Rheingau)","http://www.winemag.com/buying-guide/johannishof-2015-rudesheimer-ramstein-erste-lage-trocken-riesling-rheingau","92","http://www.winemag.com/buying-guide/johannishof-2015-rudesheimer-ramstein-erste-lage-trocken-riesling-rheingau","$32","http://www.winemag.com/buying-guide/johannishof-2015-rudesheimer-ramstein-erste-lage-trocken-riesling-rheingau","Scents of sun-kissed cantaloupe and honey juxtapose the bristling backbone of acidity ...","http://www.winemag.com/buying-guide/johannishof-2015-rudesheimer-ramstein-erste-lage-trocken-riesling-rheingau"
"Schloss Saarstein 2015 Schloss Saarstein Alte Reben Spätlese Trocken Riesling (Mosel)","http://www.winemag.com/buying-guide/schloss-saarstein-2015-schloss-saarstein-alte-reben-spatlese-trocken-riesling-mosel","92","http://www.winemag.com/buying-guide/schloss-saarstein-2015-schloss-saarstein-alte-reben-spatlese-trocken-riesling-mosel","$43","http://www.winemag.com/buying-guide/schloss-saarstein-2015-schloss-saarstein-alte-reben-spatlese-trocken-riesling-mosel","Airy and perfumed, this light-footed dry Riesling wafts of pretty violet and ...","http://www.winemag.com/buying-guide/schloss-saarstein-2015-schloss-saarstein-alte-reben-spatlese-trocken-riesling-mosel"
"Carl Ehrhard 2013 Rüdesheim Kirchenpfad Spätburgunder Trocken Pinot Noir (Rheingau)","http://www.winemag.com/buying-guide/carl-ehrhard-2013-rudesheim-kirchenpfad-spatburgunder-trocken-pinot-noir-rheingau","91","http://www.winemag.com/buying-guide/carl-ehrhard-2013-rudesheim-kirchenpfad-spatburgunder-trocken-pinot-noir-rheingau","$18","http://www.winemag.com/buying-guide/carl-ehrhard-2013-rudesheim-kirchenpfad-spatburgunder-trocken-pinot-noir-rheingau","Perfumed and pert, this elegant entry-level Spätburgunder offers surprising bang-for-your buck. Sumptuous ...","http://www.winemag.com/buying-guide/carl-ehrhard-2013-rudesheim-kirchenpfad-spatburgunder-trocken-pinot-noir-rheingau"
"Prinz Salm 2015 Vom Roten Schiefer Riesling (Nahe)","http://www.winemag.com/buying-guide/prinz-salm-2015-vom-roten-schiefer-riesling-nahe","91","http://www.winemag.com/buying-guide/prinz-salm-2015-vom-roten-schiefer-riesling-nahe","$39","http://www.winemag.com/buying-guide/prinz-salm-2015-vom-roten-schiefer-riesling-nahe","Perfumed tangerine and lemon notes are glazed with a waxy sheen on ...","http://www.winemag.com/buying-guide/prinz-salm-2015-vom-roten-schiefer-riesling-nahe"
"Balthasar Ress 2015 Hattenheim Schützenhaus Kabinett Riesling (Rheingau)","http://www.winemag.com/buying-guide/balthasar-ress-2015-hattenheim-schutzenhaus-kabinett-riesling-rheingau","91","http://www.winemag.com/buying-guide/balthasar-ress-2015-hattenheim-schutzenhaus-kabinett-riesling-rheingau","$19","http://www.winemag.com/buying-guide/balthasar-ress-2015-hattenheim-schutzenhaus-kabinett-riesling-rheingau","Zesty lime pith and lemon notes abound in this lively off-dry Riesling. ...","http://www.winemag.com/buying-guide/balthasar-ress-2015-hattenheim-schutzenhaus-kabinett-riesling-rheingau"
"Dr. H. Thanisch (Erben Müller-Burggraef) 2015 Brauneberger Juffer-Sonnenuhr Spätlese Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-brauneberger-juffer-sonnenuhr-spatlese-riesling-mosel","91","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-brauneberger-juffer-sonnenuhr-spatlese-riesling-mosel","$28","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-brauneberger-juffer-sonnenuhr-spatlese-riesling-mosel","Crisp green plum and gooseberry aromas lend an invitingly cool touch to ...","http://www.winemag.com/buying-guide/dr-h-thanisch-erben-muller-burggraef-2015-brauneberger-juffer-sonnenuhr-spatlese-riesling-mosel"
"Reichsgraf von Kesselstatt 2015 Wiltinger Trocken Riesling (Mosel)","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-wiltinger-trocken-riesling-mosel","91","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-wiltinger-trocken-riesling-mosel","$20","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-wiltinger-trocken-riesling-mosel","A whiff of pine frond lends an invigorating alpine air to this ...","http://www.winemag.com/buying-guide/reichsgraf-von-kesselstatt-2015-wiltinger-trocken-riesling-mosel"
"Castell 2015 Schloss Castell Trocken Silvaner (Franken)","http://www.winemag.com/buying-guide/castell-2015-schloss-castell-trocken-silvaner-franken","91","http://www.winemag.com/buying-guide/castell-2015-schloss-castell-trocken-silvaner-franken","$21","http://www.winemag.com/buying-guide/castell-2015-schloss-castell-trocken-silvaner-franken","Earthy touches of honeycomb and crushed stone lend minerality to this invigorating ...","http://www.winemag.com/buying-guide/castell-2015-schloss-castell-trocken-silvaner-franken"
"Johannishof 2015 Johannisberger Auf der Höll Erste Lage Trocken Riesling (Rheingau)","http://www.winemag.com/buying-guide/johannishof-2015-johannisberger-auf-der-holl-erste-lage-trocken-riesling-rheingau","91","http://www.winemag.com/buying-guide/johannishof-2015-johannisberger-auf-der-holl-erste-lage-trocken-riesling-rheingau","N/A","http://www.winemag.com/buying-guide/johannishof-2015-johannisberger-auf-der-holl-erste-lage-trocken-riesling-rheingau","While the nose suggests ripe tangerines and blossoms edged by hints of ...","http://www.winemag.com/buying-guide/johannishof-2015-johannisberger-auf-der-holl-erste-lage-trocken-riesling-rheingau"
"Schloss Vollrads 2015 Semi Dry Kabinett Riesling (Rheingau)","http://www.winemag.com/buying-guide/schloss-vollrads-2015-semi-dry-kabinett-riesling-rheingau","91","http://www.winemag.com/buying-guide/schloss-vollrads-2015-semi-dry-kabinett-riesling-rheingau","$25","http://www.winemag.com/buying-guide/schloss-vollrads-2015-semi-dry-kabinett-riesling-rheingau","Zesty lemon and lime acidity takes center stage in this invigorating medium-dry ...","http://www.winemag.com/buying-guide/schloss-vollrads-2015-semi-dry-kabinett-riesling-rheingau"
"Dr. Loosen 2014 Red Slate Dry Riesling (Mosel)","http://www.winemag.com/buying-guide/dr-loosen-2014-red-slate-dry-riesling-mosel","91","http://www.winemag.com/buying-guide/dr-loosen-2014-red-slate-dry-riesling-mosel","$18","http://www.winemag.com/buying-guide/dr-loosen-2014-red-slate-dry-riesling-mosel","Pristine grapefruit, lemon and tangerine notes are accented by whiffs of blossom ...","http://www.winemag.com/buying-guide/dr-loosen-2014-red-slate-dry-riesling-mosel"
"Prinz Salm 2015 Trocken Riesling (Nahe)","http://www.winemag.com/buying-guide/prinz-salm-2015-trocken-riesling-nahe","91","http://www.winemag.com/buying-guide/prinz-salm-2015-trocken-riesling-nahe","N/A","http://www.winemag.com/buying-guide/prinz-salm-2015-trocken-riesling-nahe","Zesty lemon, tangerine and orange aromas awaken the senses on the nose ...","http://www.winemag.com/buying-guide/prinz-salm-2015-trocken-riesling-nahe"
"Castell 2015 Schloss Castell Trocken Bacchus (Franken)","http://www.winemag.com/buying-guide/castell-2015-schloss-castell-trocken-bacchus-franken","91","http://www.winemag.com/buying-guide/castell-2015-schloss-castell-trocken-bacchus-franken","N/A","http://www.winemag.com/buying-guide/castell-2015-schloss-castell-trocken-bacchus-franken","Cool alpine notes of evergreen and forest floor mingle amidst white grapefruit ...","http://www.winemag.com/buying-guide/castell-2015-schloss-castell-trocken-bacchus-franken"
"Schloss Vollrads 2015 Kabinett Riesling (Rheingau)","http://www.winemag.com/buying-guide/schloss-vollrads-2015-kabinett-riesling-rheingau","91","http://www.winemag.com/buying-guide/schloss-vollrads-2015-kabinett-riesling-rheingau","$25","http://www.winemag.com/buying-guide/schloss-vollrads-2015-kabinett-riesling-rheingau","A kaleidoscope of sweet, sun-kissed fruit, this dazzling kabinett offers an array ...","http://www.winemag.com/buying-guide/schloss-vollrads-2015-kabinett-riesling-rheingau"
"Fitz-Ritter 2015 Spätlese Gewürztraminer (Pfalz)","http://www.winemag.com/buying-guide/fitz-ritter-2015-spatlese-gewurztraminer-pfalz","90","http://www.winemag.com/buying-guide/fitz-ritter-2015-spatlese-gewurztraminer-pfalz","$23","http://www.winemag.com/buying-guide/fitz-ritter-2015-spatlese-gewurztraminer-pfalz","Loads of fresh peach, gooseberry and lavender scent this beautifully aromatic wine. ...","http://www.winemag.com/buying-guide/fitz-ritter-2015-spatlese-gewurztraminer-pfalz"
"St. Urbans-Hof 2015 Nik Weis Selection Urban Riesling (Mosel)","http://www.winemag.com/buying-guide/st-urbans-hof-2015-nik-weis-selection-urban-riesling-mosel","90","http://www.winemag.com/buying-guide/st-urbans-hof-2015-nik-weis-selection-urban-riesling-mosel","$12","http://www.winemag.com/buying-guide/st-urbans-hof-2015-nik-weis-selection-urban-riesling-mosel","Smoky veins of struck flint and slate lend a savory mineral tone ...","http://www.winemag.com/buying-guide/st-urbans-hof-2015-nik-weis-selection-urban-riesling-mosel"
